event_message,id,identifier,method,path,search,status_code,timestamp
GET | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,81ecc7ff-6f00-4c52-beda-d7fbe8a6452f,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,503,1776014814214000
GET | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=org_id%2Cstatus%2Crole%2Cfull_name&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,6a803793-ff4f-426b-8333-0e1ff57ac2d0,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=org_id%2Cstatus%2Crole%2Cfull_name&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,503,1776014814212000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,0b2f371c-55ef-4cc1-80c4-b940a98d6241,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,200,1776014814039000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=org_id%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,56bc9c31-8a6f-48e4-b4e2-c845f42c2b18,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=org_id%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,200,1776014814033000
GET | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=org_id%2Crole%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,974bf8c2-4ff4-41f0-b672-c325eb24a79f,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=org_id%2Crole%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,503,1776014814031000
GET | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=full_name%2Cavatar_url%2Crole%2Caccent_preset%2Ccolor_scheme%2Cdnd_enabled%2Cdnd_start%2Cdnd_end%2Cshift_reminder_before_minutes%2Crota_open_slot_alerts_enabled%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,69c1c9ca-527f-4315-92f6-03663dbf55e6,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=full_name%2Cavatar_url%2Crole%2Caccent_preset%2Ccolor_scheme%2Cdnd_enabled%2Cdnd_start%2Cdnd_end%2Cshift_reminder_before_minutes%2Crota_open_slot_alerts_enabled%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,503,1776014813796000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=org_id%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,d1dd253a-a797-4157-8070-d1125c7c49b1,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=org_id%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,200,1776014813737000
GET | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,e623d3cd-235f-48ec-b1da-b1bbfa127c14,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,503,1776014813640000
GET | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=org_id%2Crole%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,f6d256bd-62f4-4c86-ae1e-dab43081362e,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=org_id%2Crole%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,503,1776014813637000
POST | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/list_assignable_org_roles | node,61cfcc5a-240b-4844-816e-2b5d2ea08be1,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/list_assignable_org_roles,null,200,1776014811717000
POST | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/has_permission | node,9b7a9fe8-fc6e-4837-bf69-c4c78243f506,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/has_permission,null,200,1776014811654000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=org_id%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,f1a72520-19da-48ba-a5c1-a8c5d1a88659,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=org_id%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,200,1776014811622000
POST | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/main_shell_layout_bundle | node,9980d591-ebb1-414b-bb3b-164ebeb5ba05,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/main_shell_layout_bundle,null,200,1776014811120000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/auth/v1/user | node,56ed7267-0921-4330-8083-97b888afae7a,dqrooqgnsvbgarsudhew,GET,/auth/v1/user,null,200,1776014811089000
"POST | 404 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/main_shell_badge_counts_bundle | Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",baf4d9cb-6c2e-4b00-b834-7b8e6c37731f,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/main_shell_badge_counts_bundle,null,404,1776014810295000
GET | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/org_roles?select=key%2Clabel&org_id=eq.5e315d2c-8f49-4427-aec5-a8454dda1e96&is_archived=eq.false&order=label.asc | node,3c2c324d-bfdd-415e-818f-5d603c54a0a7,dqrooqgnsvbgarsudhew,GET,/rest/v1/org_roles,?select=key%2Clabel&org_id=eq.5e315d2c-8f49-4427-aec5-a8454dda1e96&is_archived=eq.false&order=label.asc,503,1776014810182000
POST | 500 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/main_shell_layout_bundle | node,802bbf3c-f968-468f-b1ce-7b41d6c3b30f,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/main_shell_layout_bundle,null,500,1776014809290000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/auth/v1/user | node,ab2fd173-08e5-4bc4-916c-a1af24d85cd1,dqrooqgnsvbgarsudhew,GET,/auth/v1/user,null,200,1776014809290000
POST | 503 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/main_shell_layout_bundle | node,7f74947a-810a-43a5-8af4-cbd4dcd4257d,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/main_shell_layout_bundle,null,503,1776014807837000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/auth/v1/user | node,a888ac9c-efd0-4f83-baa3-e089b98744e8,dqrooqgnsvbgarsudhew,GET,/auth/v1/user,null,200,1776014807826000
POST | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/user_permission_override_upsert | node,9cc9fad1-0f73-4592-bc15-683a7c068529,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/user_permission_override_upsert,null,200,1776014807068000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/auth/v1/user | node,774dcf6b-b7c3-40a0-83ce-cf5cf69bf75e,dqrooqgnsvbgarsudhew,GET,/auth/v1/user,null,200,1776014803576000
POST | 504 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/main_shell_layout_bundle | node,f2427446-0aab-4bbc-b84f-cbd0dcd7f327,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/main_shell_layout_bundle,null,504,1776014801987000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/auth/v1/user | node,99ad4d98-b8c5-4590-9850-d7baa37c1e89,dqrooqgnsvbgarsudhew,GET,/auth/v1/user,null,200,1776014801985000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/auth/v1/user | node,c4b8a2bf-8f9a-47d1-a58e-c56dfdefba2d,dqrooqgnsvbgarsudhew,GET,/auth/v1/user,null,200,1776014801908000
POST | 500 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/rpc/main_shell_layout_bundle | node,09976c1b-17a6-475a-a56f-c642206d0aea,dqrooqgnsvbgarsudhew,POST,/rest/v1/rpc/main_shell_layout_bundle,null,500,1776014801908000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=org_id%2Crole%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,9baedc18-7c0e-47ab-bfd4-f7aae9c106a2,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=org_id%2Crole%2Cstatus&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,200,1776014799693000
GET | 200 | https://dqrooqgnsvbgarsudhew.supabase.co/rest/v1/profiles?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740 | node,70e20f7a-22e4-4b64-ae50-aebf3a360e31,dqrooqgnsvbgarsudhew,GET,/rest/v1/profiles,?select=role%2Cstatus%2Corg_id&id=eq.91f0e15e-4606-4ea4-85f5-9f2ed9272740,200,1776014799684000
